train_loss,val_loss,val_nrmse_loss,curr_epoch
0.050623211076888656,0.012516740925635192,0.22723928824811335,0
0.027787237541591254,0.009762126143720353,0.2035149230626891,1
0.02525003753703501,0.008613468159817884,0.19405769589888353,2
0.023995583473391743,0.008348166155709224,0.1921698326337609,3
0.02464801031800869,0.009788746335501792,0.21799726152211085,4
0.022873752293900113,0.016125737335170302,0.2711391896099858,5
0.024335652081606547,0.009585937497015517,0.20900165540684917,6
0.023316358566655784,0.007497927986571899,0.18423661329554214,7
0.02266867419313917,0.007675247941400713,0.18423457983485345,8
0.02292773716877961,0.007601683065754329,0.1861221091486239,9
0.022900263509768624,0.007837624251324393,0.18910156105429085,10
0.02194374674651309,0.00780429435223981,0.18808143253317747,11
0.022272551788983942,0.011427660949833636,0.2283725430046844,12
0.02264190021622849,0.007903936493898804,0.18622906171339107,13
0.022234545926758494,0.007513277913274241,0.18531811261217224,14
