train_loss,val_loss,val_nrmse_loss,curr_epoch
0.1417749644606181,0.06874468885958182,0.519159982793481,0
0.09088945694107124,0.050201721970423635,0.4624921447787938,1
0.0716834371453877,0.044221151131221915,0.4721527290628592,2
0.06176785193182911,0.03584669210340185,0.3891459189693895,3
0.056351842884527235,0.04328437895116414,0.4663014531621518,4
0.05088648539465878,0.03933238172187482,0.42676133488161716,5
0.049196393922462466,0.03665011776494299,0.4171257966243756,6
0.047132166945352334,0.024557116706017786,0.3366658410828116,7
0.04563858299713063,0.022761584758538345,0.3287051777829414,8
0.043382473572375096,0.02369797651051847,0.3324207473350326,9
0.04290159314007469,0.024940972478435994,0.3453553064982835,10
0.04270508126672327,0.02712147695761247,0.3600185015797155,11
0.04100490783485638,0.03254686692959858,0.3822793165947072,12
0.04045790991684882,0.028691378864915316,0.37282427651437733,13
0.04047245065504793,0.02413586669645097,0.3435918328934645,14
0.040448473115176714,0.02346108694394009,0.3336938948587635,15
0.03850539865344454,0.02228946730086038,0.32009503397920064,16
0.03831962710740678,0.023250028750570223,0.3355604433203605,17
0.03769280201613372,0.022993712306958312,0.33425752191638924,18
0.03702834357687459,0.024252582267606064,0.33036495285589784,19
0.03692568776334418,0.024180326131051793,0.3355850988682957,20
0.03621793007505146,0.02628751283416472,0.36622012945718513,21
0.035974840078947704,0.02219394155074957,0.3237262959328914,22
0.035528302564908125,0.02592586371857646,0.355286349255993,23
0.03569216760204391,0.023165428220672402,0.33297332124788626,24
0.034549868851900103,0.022063703942259285,0.3214116721330675,25
0.0353276306044335,0.02562425569259438,0.3451715646768383,26
0.03446411263254806,0.02353298470496349,0.3353047824800592,27
0.034825567537756515,0.02586735526428422,0.344264876710688,28
0.03383511060819487,0.026966673573654145,0.35583124971849306,29
